,Techniques,Rule
11841,persisTence,Resources/sigma-master/rules/windows/process_creation/win_susp_service_dacl_modification.yml
11842,T1543.003,Resources/sigma-master/rules/windows/process_creation/win_susp_service_dacl_modification.yml
11843,defense_evasion,Resources/sigma-master/rules/windows/process_creation/win_indirect_cmd.yml
11844,T1202,Resources/sigma-master/rules/windows/process_creation/win_indirect_cmd.yml
11845,execuTion,Resources/sigma-master/rules/windows/process_creation/win_apt_unc2452_cmds.yml
11846,T1059.001,Resources/sigma-master/rules/windows/process_creation/win_apt_unc2452_cmds.yml
11847,defense_evasion,Resources/sigma-master/rules/windows/process_creation/win_susp_winrm_execution.yml
11848,T1216,Resources/sigma-master/rules/windows/process_creation/win_susp_winrm_execution.yml
11849,T1546,Resources/sigma-master/rules/windows/process_creation/sysmon_apt_sourgrum.yml
11850,T1546.015,Resources/sigma-master/rules/windows/process_creation/sysmon_apt_sourgrum.yml
11851,persisTence,Resources/sigma-master/rules/windows/process_creation/sysmon_apt_sourgrum.yml
11852,privilege_escalaTion,Resources/sigma-master/rules/windows/process_creation/sysmon_apt_sourgrum.yml
11853,defense_evasion,Resources/sigma-master/rules/windows/process_creation/win_susp_pcwutl.yml
11854,T1218.011,Resources/sigma-master/rules/windows/process_creation/win_susp_pcwutl.yml
11855,execuTion,Resources/sigma-master/rules/windows/process_creation/win_susp_pcwutl.yml
11856,T1218,Resources/sigma-master/rules/windows/process_creation/win_susp_pcwutl.yml
11857,defense_evasion,Resources/sigma-master/rules/windows/process_creation/win_cl_invocation_lolscript.yml
11858,T1216,Resources/sigma-master/rules/windows/process_creation/win_cl_invocation_lolscript.yml
11859,persisTence,Resources/sigma-master/rules/windows/process_creation/process_creation_pingback_backdoor.yml
11860,T1574.001,Resources/sigma-master/rules/windows/process_creation/process_creation_pingback_backdoor.yml
11861,execuTion,Resources/sigma-master/rules/windows/process_creation/win_remote_powershell_session_process.yml
11862,T1086,Resources/sigma-master/rules/windows/process_creation/win_remote_powershell_session_process.yml
11863,T1059.001,Resources/sigma-master/rules/windows/process_creation/win_remote_powershell_session_process.yml
11864,T1021.006,Resources/sigma-master/rules/windows/process_creation/win_remote_powershell_session_process.yml
11865,defense_evasion,Resources/sigma-master/rules/windows/process_creation/win_susp_svchost_no_cli.yml
11866,privilege_escalaTion,Resources/sigma-master/rules/windows/process_creation/win_susp_svchost_no_cli.yml
11867,T1055,Resources/sigma-master/rules/windows/process_creation/win_susp_svchost_no_cli.yml
11868,privilege_escalaTion,Resources/sigma-master/rules/windows/process_creation/win_whoami_priv.yml
11869,discovery,Resources/sigma-master/rules/windows/process_creation/win_whoami_priv.yml
11870,T1033,Resources/sigma-master/rules/windows/process_creation/win_whoami_priv.yml
11871,defense_evasion,Resources/sigma-master/rules/windows/process_creation/win_powershell_dll_execution.yml
11872,T1085,Resources/sigma-master/rules/windows/process_creation/win_powershell_dll_execution.yml
11873,T1218.011,Resources/sigma-master/rules/windows/process_creation/win_powershell_dll_execution.yml
11874,defense_evasion,Resources/sigma-master/rules/windows/process_creation/win_susp_findstr.yml
11875,T1218,Resources/sigma-master/rules/windows/process_creation/win_susp_findstr.yml
11876,defense_evasion,Resources/sigma-master/rules/windows/process_creation/win_susp_vboxdrvinst.yml
11877,T1112,Resources/sigma-master/rules/windows/process_creation/win_susp_vboxdrvinst.yml
11878,defense_evasion,Resources/sigma-master/rules/windows/process_creation/win_invoke_obfuscation_via_use_rundll32.yml
11879,T1027,Resources/sigma-master/rules/windows/process_creation/win_invoke_obfuscation_via_use_rundll32.yml
11880,execuTion,Resources/sigma-master/rules/windows/process_creation/win_invoke_obfuscation_via_use_rundll32.yml
11881,T1059.001,Resources/sigma-master/rules/windows/process_creation/win_invoke_obfuscation_via_use_rundll32.yml
11882,defense_evasion,Resources/sigma-master/rules/windows/process_creation/win_susp_devtoolslauncher.yml
11883,T1218,Resources/sigma-master/rules/windows/process_creation/win_susp_devtoolslauncher.yml
11884,execuTion,Resources/sigma-master/rules/windows/process_creation/win_susp_devtoolslauncher.yml
11885,defense_evasion,Resources/sigma-master/rules/windows/process_creation/win_write_protect_for_storage_disabled.yml
11886,T1562,Resources/sigma-master/rules/windows/process_creation/win_write_protect_for_storage_disabled.yml
11887,laTeral_movemenT,Resources/sigma-master/rules/windows/process_creation/win_netsh_port_fwd_3389.yml
11888,defense_evasion,Resources/sigma-master/rules/windows/process_creation/win_netsh_port_fwd_3389.yml
11889,command_and_conTrol,Resources/sigma-master/rules/windows/process_creation/win_netsh_port_fwd_3389.yml
11890,T1090,Resources/sigma-master/rules/windows/process_creation/win_netsh_port_fwd_3389.yml
11891,iniTial_access,Resources/sigma-master/rules/windows/process_creation/win_exploit_cve_2020_10189.yml
11892,T1190,Resources/sigma-master/rules/windows/process_creation/win_exploit_cve_2020_10189.yml
11893,execuTion,Resources/sigma-master/rules/windows/process_creation/win_exploit_cve_2020_10189.yml
11894,T1059.001,Resources/sigma-master/rules/windows/process_creation/win_exploit_cve_2020_10189.yml
11895,T1086,Resources/sigma-master/rules/windows/process_creation/win_exploit_cve_2020_10189.yml
11896,T1059.003,Resources/sigma-master/rules/windows/process_creation/win_exploit_cve_2020_10189.yml
11897,T1059,Resources/sigma-master/rules/windows/process_creation/win_exploit_cve_2020_10189.yml
11898,s0190,Resources/sigma-master/rules/windows/process_creation/win_exploit_cve_2020_10189.yml
11899,defense_evasion,Resources/sigma-master/rules/windows/process_creation/win_uac_bypass_computerdefaults.yml
11900,privilege_escalaTion,Resources/sigma-master/rules/windows/process_creation/win_uac_bypass_computerdefaults.yml
11901,T1548.002,Resources/sigma-master/rules/windows/process_creation/win_uac_bypass_computerdefaults.yml
11902,defense_evasion,Resources/sigma-master/rules/windows/process_creation/win_susp_rasdial_activity.yml
11903,execuTion,Resources/sigma-master/rules/windows/process_creation/win_susp_rasdial_activity.yml
11904,T1059,Resources/sigma-master/rules/windows/process_creation/win_susp_rasdial_activity.yml
11905,T1064,Resources/sigma-master/rules/windows/process_creation/win_susp_rasdial_activity.yml
11906,collecTion,Resources/sigma-master/rules/windows/process_creation/process_creation_susp_7z.yml
11907,T1560.001,Resources/sigma-master/rules/windows/process_creation/process_creation_susp_7z.yml
11908,command_and_conTrol,Resources/sigma-master/rules/windows/process_creation/sysmon_netcat_execution.yml
11909,T1095,Resources/sigma-master/rules/windows/process_creation/sysmon_netcat_execution.yml
11910,defense_evasion,Resources/sigma-master/rules/windows/process_creation/win_susp_rundll32_activity.yml
11911,execuTion,Resources/sigma-master/rules/windows/process_creation/win_susp_rundll32_activity.yml
11912,T1218.011,Resources/sigma-master/rules/windows/process_creation/win_susp_rundll32_activity.yml
11913,T1085,Resources/sigma-master/rules/windows/process_creation/win_susp_rundll32_activity.yml
11914,credenTial_access,Resources/sigma-master/rules/windows/driver_load/driver_load_mal_creddumper.yml
11915,execuTion,Resources/sigma-master/rules/windows/driver_load/driver_load_mal_creddumper.yml
11916,T1003,Resources/sigma-master/rules/windows/driver_load/driver_load_mal_creddumper.yml
11917,T1003.001,Resources/sigma-master/rules/windows/driver_load/driver_load_mal_creddumper.yml
11918,T1003.002,Resources/sigma-master/rules/windows/driver_load/driver_load_mal_creddumper.yml
11919,T1003.004,Resources/sigma-master/rules/windows/driver_load/driver_load_mal_creddumper.yml
11920,T1003.005,Resources/sigma-master/rules/windows/driver_load/driver_load_mal_creddumper.yml
11921,T1003.006,Resources/sigma-master/rules/windows/driver_load/driver_load_mal_creddumper.yml
11922,T1035,Resources/sigma-master/rules/windows/driver_load/driver_load_mal_creddumper.yml
11923,T1569.002,Resources/sigma-master/rules/windows/driver_load/driver_load_mal_creddumper.yml
11924,s0005,Resources/sigma-master/rules/windows/driver_load/driver_load_mal_creddumper.yml
11925,execuTion,Resources/sigma-master/rules/windows/driver_load/driver_load_powershell_script_installed_as_service.yml
11926,T1569.002,Resources/sigma-master/rules/windows/driver_load/driver_load_powershell_script_installed_as_service.yml
11927,privilege_escalaTion,Resources/sigma-master/rules/windows/driver_load/driver_load_meterpreter_or_cobaltstrike_getsystem_service_installation.yml
11928,T1134,Resources/sigma-master/rules/windows/driver_load/driver_load_meterpreter_or_cobaltstrike_getsystem_service_installation.yml
11929,T1134.001,Resources/sigma-master/rules/windows/driver_load/driver_load_meterpreter_or_cobaltstrike_getsystem_service_installation.yml
11930,T1134.002,Resources/sigma-master/rules/windows/driver_load/driver_load_meterpreter_or_cobaltstrike_getsystem_service_installation.yml
11931,collecTion,Resources/sigma-master/rules/windows/driver_load/driver_load_windivert.yml
11932,defense_evasion,Resources/sigma-master/rules/windows/driver_load/driver_load_windivert.yml
11933,T1599.001,Resources/sigma-master/rules/windows/driver_load/driver_load_windivert.yml
11934,T1557.001,Resources/sigma-master/rules/windows/driver_load/driver_load_windivert.yml
11935,privilege_escalaTion,Resources/sigma-master/rules/windows/driver_load/driver_load_vuln_dell_driver.yml
11936,persisTence,Resources/sigma-master/rules/windows/driver_load/driver_load_susp_temp_use.yml
11937,privilege_escalaTion,Resources/sigma-master/rules/windows/driver_load/driver_load_susp_temp_use.yml
11938,T1050,Resources/sigma-master/rules/windows/driver_load/driver_load_susp_temp_use.yml
11939,T1543.003,Resources/sigma-master/rules/windows/driver_load/driver_load_susp_temp_use.yml
11940,defense_evasion,Resources/sigma-master/rules/windows/file_delete/sysmon_sysinternals_sdelete_file_deletion.yml
11941,T1070.004,Resources/sigma-master/rules/windows/file_delete/sysmon_sysinternals_sdelete_file_deletion.yml
11942,persisTence,Resources/sigma-master/rules/windows/file_delete/win_cve_2021_1675_printspooler_del.yml
11943,defense_evasion,Resources/sigma-master/rules/windows/file_delete/win_cve_2021_1675_printspooler_del.yml
11944,privilege_escalaTion,Resources/sigma-master/rules/windows/file_delete/win_cve_2021_1675_printspooler_del.yml
11945,T1574,Resources/sigma-master/rules/windows/file_delete/win_cve_2021_1675_printspooler_del.yml
11946,defense_evasion,Resources/sigma-master/rules/windows/file_delete/sysmon_delete_prefetch.yml
11947,T1070.004,Resources/sigma-master/rules/windows/file_delete/sysmon_delete_prefetch.yml
11948,defense_evasion,Resources/sigma-master/rules/windows/sysmon/sysmon_config_modification_status.yml
11949,T1564,Resources/sigma-master/rules/windows/sysmon/sysmon_config_modification_status.yml
11950,credenTial_access,Resources/sigma-master/rules/windows/sysmon/sysmon_accessing_winapi_in_powershell_credentials_dumping.yml
11951,T1003.001,Resources/sigma-master/rules/windows/sysmon/sysmon_accessing_winapi_in_powershell_credentials_dumping.yml
11952,laTeral_movemenT,Resources/sigma-master/rules/windows/sysmon/sysmon_dcom_iertutil_dll_hijack.yml
11953,T1021.002,Resources/sigma-master/rules/windows/sysmon/sysmon_dcom_iertutil_dll_hijack.yml
11954,T1021.003,Resources/sigma-master/rules/windows/sysmon/sysmon_dcom_iertutil_dll_hijack.yml
11955,defense_evasion,Resources/sigma-master/rules/windows/sysmon/sysmon_config_modification_error.yml
11956,T1564,Resources/sigma-master/rules/windows/sysmon/sysmon_config_modification_error.yml
11957,resource_developmenT,Resources/sigma-master/rules/windows/builtin/win_av_relevant_match.yml
11958,T1588,Resources/sigma-master/rules/windows/builtin/win_av_relevant_match.yml
11959,persisTence,Resources/sigma-master/rules/windows/builtin/win_set_oabvirtualdirectory_externalurl.yml
11960,T1505.003,Resources/sigma-master/rules/windows/builtin/win_set_oabvirtualdirectory_externalurl.yml
11961,T1107,Resources/sigma-master/rules/windows/builtin/win_event_log_cleared.yml
11962,T1070.001,Resources/sigma-master/rules/windows/builtin/win_event_log_cleared.yml
11963,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_stdin_services.yml
11964,T1027,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_stdin_services.yml
11965,execuTion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_stdin_services.yml
11966,T1059.001,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_stdin_services.yml
11967,discovery,Resources/sigma-master/rules/windows/builtin/win_susp_net_recon_activity.yml
11968,T1087,Resources/sigma-master/rules/windows/builtin/win_susp_net_recon_activity.yml
11969,T1087.002,Resources/sigma-master/rules/windows/builtin/win_susp_net_recon_activity.yml
11970,T1069,Resources/sigma-master/rules/windows/builtin/win_susp_net_recon_activity.yml
11971,T1069.002,Resources/sigma-master/rules/windows/builtin/win_susp_net_recon_activity.yml
11972,s0039,Resources/sigma-master/rules/windows/builtin/win_susp_net_recon_activity.yml
11973,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_not_allowed_rdp_access.yml
11974,T1076,Resources/sigma-master/rules/windows/builtin/win_not_allowed_rdp_access.yml
11975,T1021.001,Resources/sigma-master/rules/windows/builtin/win_not_allowed_rdp_access.yml
11976,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_system_susp_eventlog_cleared.yml
11977,T1070,Resources/sigma-master/rules/windows/builtin/win_system_susp_eventlog_cleared.yml
11978,T1070.001,Resources/sigma-master/rules/windows/builtin/win_system_susp_eventlog_cleared.yml
11979,car.2016-04-002,Resources/sigma-master/rules/windows/builtin/win_system_susp_eventlog_cleared.yml
11980,credenTial_access,Resources/sigma-master/rules/windows/builtin/win_susp_rc4_kerberos.yml
11981,T1208,Resources/sigma-master/rules/windows/builtin/win_susp_rc4_kerberos.yml
11982,T1558.003,Resources/sigma-master/rules/windows/builtin/win_susp_rc4_kerberos.yml
11983,credenTial_access,Resources/sigma-master/rules/windows/builtin/win_susp_sam_dump.yml
11984,T1003,Resources/sigma-master/rules/windows/builtin/win_susp_sam_dump.yml
11985,T1003.002,Resources/sigma-master/rules/windows/builtin/win_susp_sam_dump.yml
11986,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_compress_services_security.yml
11987,T1027,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_compress_services_security.yml
11988,execuTion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_compress_services_security.yml
11989,T1059.001,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_compress_services_security.yml
11990,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_susp_time_modification.yml
11991,T1099,Resources/sigma-master/rules/windows/builtin/win_susp_time_modification.yml
11992,T1070.006,Resources/sigma-master/rules/windows/builtin/win_susp_time_modification.yml
11993,T1091,Resources/sigma-master/rules/windows/builtin/win_external_device.yml
11994,T1200,Resources/sigma-master/rules/windows/builtin/win_external_device.yml
11995,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_external_device.yml
11996,iniTial_access,Resources/sigma-master/rules/windows/builtin/win_external_device.yml
11997,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_rundll_services_security.yml
11998,T1027,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_rundll_services_security.yml
11999,execuTion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_rundll_services_security.yml
12000,T1059.001,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_rundll_services_security.yml
12001,persisTence,Resources/sigma-master/rules/windows/builtin/win_gpo_scheduledtasks.yml
12002,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_gpo_scheduledtasks.yml
12003,T1053,Resources/sigma-master/rules/windows/builtin/win_gpo_scheduledtasks.yml
12004,T1053.005,Resources/sigma-master/rules/windows/builtin/win_gpo_scheduledtasks.yml
12005,execuTion,Resources/sigma-master/rules/windows/builtin/win_susp_proceshacker.yml
12006,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_susp_proceshacker.yml
12007,T1543.003,Resources/sigma-master/rules/windows/builtin/win_susp_proceshacker.yml
12008,T1569.002,Resources/sigma-master/rules/windows/builtin/win_susp_proceshacker.yml
12009,credenTial_access,Resources/sigma-master/rules/windows/builtin/win_mal_creddumper.yml
12010,execuTion,Resources/sigma-master/rules/windows/builtin/win_mal_creddumper.yml
12011,T1003,Resources/sigma-master/rules/windows/builtin/win_mal_creddumper.yml
12012,T1003.001,Resources/sigma-master/rules/windows/builtin/win_mal_creddumper.yml
12013,T1003.002,Resources/sigma-master/rules/windows/builtin/win_mal_creddumper.yml
12014,T1003.004,Resources/sigma-master/rules/windows/builtin/win_mal_creddumper.yml
12015,T1003.005,Resources/sigma-master/rules/windows/builtin/win_mal_creddumper.yml
12016,T1003.006,Resources/sigma-master/rules/windows/builtin/win_mal_creddumper.yml
12017,T1035,Resources/sigma-master/rules/windows/builtin/win_mal_creddumper.yml
12018,T1569.002,Resources/sigma-master/rules/windows/builtin/win_mal_creddumper.yml
12019,s0005,Resources/sigma-master/rules/windows/builtin/win_mal_creddumper.yml
12020,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_security_meterpreter_or_cobaltstrike_getsystem_service_install.yml
12021,T1134,Resources/sigma-master/rules/windows/builtin/win_security_meterpreter_or_cobaltstrike_getsystem_service_install.yml
12022,T1134.001,Resources/sigma-master/rules/windows/builtin/win_security_meterpreter_or_cobaltstrike_getsystem_service_install.yml
12023,T1134.002,Resources/sigma-master/rules/windows/builtin/win_security_meterpreter_or_cobaltstrike_getsystem_service_install.yml
12024,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_scrcons_remote_wmi_scripteventconsumer.yml
12025,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_scrcons_remote_wmi_scripteventconsumer.yml
12026,persisTence,Resources/sigma-master/rules/windows/builtin/win_scrcons_remote_wmi_scripteventconsumer.yml
12027,T1546.003,Resources/sigma-master/rules/windows/builtin/win_scrcons_remote_wmi_scripteventconsumer.yml
12028,T1110.003,Resources/sigma-master/rules/windows/builtin/win_susp_failed_remote_logons_single_source.yml
12029,iniTial_access,Resources/sigma-master/rules/windows/builtin/win_susp_failed_remote_logons_single_source.yml
12030,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_susp_failed_remote_logons_single_source.yml
12031,discovery,Resources/sigma-master/rules/windows/builtin/win_scm_database_handle_failure.yml
12032,persisTence,Resources/sigma-master/rules/windows/builtin/win_apt_carbonpaper_turla.yml
12033,g0010,Resources/sigma-master/rules/windows/builtin/win_apt_carbonpaper_turla.yml
12034,T1050,Resources/sigma-master/rules/windows/builtin/win_apt_carbonpaper_turla.yml
12035,T1543.003,Resources/sigma-master/rules/windows/builtin/win_apt_carbonpaper_turla.yml
12036,exfilTraTion,Resources/sigma-master/rules/windows/builtin/win_security_tap_driver_installation.yml
12037,T1048,Resources/sigma-master/rules/windows/builtin/win_security_tap_driver_installation.yml
12038,discovery,Resources/sigma-master/rules/windows/builtin/win_syskey_registry_access.yml
12039,T1012,Resources/sigma-master/rules/windows/builtin/win_syskey_registry_access.yml
12040,execuTion,Resources/sigma-master/rules/windows/builtin/win_remote_powershell_session.yml
12041,T1086,Resources/sigma-master/rules/windows/builtin/win_remote_powershell_session.yml
12042,T1059.001,Resources/sigma-master/rules/windows/builtin/win_remote_powershell_session.yml
12043,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_var_services.yml
12044,T1027,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_var_services.yml
12045,execuTion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_var_services.yml
12046,T1059.001,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_var_services.yml
12047,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_new_or_renamed_user_account_with_dollar_sign.yml
12048,T1036,Resources/sigma-master/rules/windows/builtin/win_new_or_renamed_user_account_with_dollar_sign.yml
12049,persisTence,Resources/sigma-master/rules/windows/builtin/win_susp_failed_logon_reasons.yml
12050,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_susp_failed_logon_reasons.yml
12051,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_susp_failed_logon_reasons.yml
12052,iniTial_access,Resources/sigma-master/rules/windows/builtin/win_susp_failed_logon_reasons.yml
12053,T1078,Resources/sigma-master/rules/windows/builtin/win_susp_failed_logon_reasons.yml
12054,persisTence,Resources/sigma-master/rules/windows/builtin/win_hybridconnectionmgr_svc_running.yml
12055,credenTial_access,Resources/sigma-master/rules/windows/builtin/win_dcsync.yml
12056,s0002,Resources/sigma-master/rules/windows/builtin/win_dcsync.yml
12057,T1003,Resources/sigma-master/rules/windows/builtin/win_dcsync.yml
12058,T1003.006,Resources/sigma-master/rules/windows/builtin/win_dcsync.yml
12059,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_rdp_localhost_login.yml
12060,T1076,Resources/sigma-master/rules/windows/builtin/win_rdp_localhost_login.yml
12061,car.2013-07-002,Resources/sigma-master/rules/windows/builtin/win_rdp_localhost_login.yml
12062,T1021.001,Resources/sigma-master/rules/windows/builtin/win_rdp_localhost_login.yml
12063,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_var_services_security.yml
12064,T1027,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_var_services_security.yml
12065,execuTion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_var_services_security.yml
12066,T1059.001,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_var_services_security.yml
12067,execuTion,Resources/sigma-master/rules/windows/builtin/win_scheduled_task_deletion.yml
12068,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_scheduled_task_deletion.yml
12069,T1053,Resources/sigma-master/rules/windows/builtin/win_scheduled_task_deletion.yml
12070,car.2013-08-001,Resources/sigma-master/rules/windows/builtin/win_scheduled_task_deletion.yml
12071,T1053.005,Resources/sigma-master/rules/windows/builtin/win_scheduled_task_deletion.yml
12072,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_svcctl_remote_service.yml
12073,persisTence,Resources/sigma-master/rules/windows/builtin/win_svcctl_remote_service.yml
12074,T1077,Resources/sigma-master/rules/windows/builtin/win_svcctl_remote_service.yml
12075,T1021.002,Resources/sigma-master/rules/windows/builtin/win_svcctl_remote_service.yml
12076,credenTial_access,Resources/sigma-master/rules/windows/builtin/win_vssaudit_secevent_source_registration.yml
12077,T1003.002,Resources/sigma-master/rules/windows/builtin/win_vssaudit_secevent_source_registration.yml
12078,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_clip_services.yml
12079,T1027,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_clip_services.yml
12080,execuTion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_clip_services.yml
12081,T1059.001,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_clip_services.yml
12082,execuTion,Resources/sigma-master/rules/windows/builtin/win_wmiprvse_wbemcomn_dll_hijack.yml
12083,T1047,Resources/sigma-master/rules/windows/builtin/win_wmiprvse_wbemcomn_dll_hijack.yml
12084,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_wmiprvse_wbemcomn_dll_hijack.yml
12085,T1021.002,Resources/sigma-master/rules/windows/builtin/win_wmiprvse_wbemcomn_dll_hijack.yml
12086,discovery,Resources/sigma-master/rules/windows/builtin/win_account_discovery.yml
12087,T1087,Resources/sigma-master/rules/windows/builtin/win_account_discovery.yml
12088,T1087.002,Resources/sigma-master/rules/windows/builtin/win_account_discovery.yml
12089,T1219,Resources/sigma-master/rules/windows/builtin/win_software_atera_rmm_agent_install.yml
12090,persisTence,Resources/sigma-master/rules/windows/builtin/win_hybridconnectionmgr_svc_installation.yml
12091,impacT,Resources/sigma-master/rules/windows/builtin/win_ntfs_vuln_exploit.yml
12092,T1499.001,Resources/sigma-master/rules/windows/builtin/win_ntfs_vuln_exploit.yml
12093,persisTence,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_security.yml
12094,g0049,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_security.yml
12095,T1053,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_security.yml
12096,T1053.005,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_security.yml
12097,s0111,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_security.yml
12098,T1050,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_security.yml
12099,T1543.003,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_security.yml
12100,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_security.yml
12101,T1112,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_security.yml
12102,command_and_conTrol,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_security.yml
12103,T1071,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_security.yml
12104,T1071.004,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_security.yml
12105,impacT,Resources/sigma-master/rules/windows/builtin/win_susp_sdelete.yml
12106,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_susp_sdelete.yml
12107,T1107,Resources/sigma-master/rules/windows/builtin/win_susp_sdelete.yml
12108,T1070.004,Resources/sigma-master/rules/windows/builtin/win_susp_sdelete.yml
12109,T1066,Resources/sigma-master/rules/windows/builtin/win_susp_sdelete.yml
12110,T1027.005,Resources/sigma-master/rules/windows/builtin/win_susp_sdelete.yml
12111,T1485,Resources/sigma-master/rules/windows/builtin/win_susp_sdelete.yml
12112,T1553.002,Resources/sigma-master/rules/windows/builtin/win_susp_sdelete.yml
12113,s0195,Resources/sigma-master/rules/windows/builtin/win_susp_sdelete.yml
12114,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_pass_the_hash_2.yml
12115,T1075,Resources/sigma-master/rules/windows/builtin/win_pass_the_hash_2.yml
12116,T1550.002,Resources/sigma-master/rules/windows/builtin/win_pass_the_hash_2.yml
12117,T1098,Resources/sigma-master/rules/windows/builtin/win_alert_ad_user_backdoors.yml
12118,persisTence,Resources/sigma-master/rules/windows/builtin/win_alert_ad_user_backdoors.yml
12119,T1110.003,Resources/sigma-master/rules/windows/builtin/win_susp_failed_logons_single_source_kerberos.yml
12120,iniTial_access,Resources/sigma-master/rules/windows/builtin/win_susp_failed_logons_single_source_kerberos.yml
12121,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_susp_failed_logons_single_source_kerberos.yml
12122,credenTial_access,Resources/sigma-master/rules/windows/builtin/win_quarkspwdump_clearing_hive_access_history.yml
12123,T1003,Resources/sigma-master/rules/windows/builtin/win_quarkspwdump_clearing_hive_access_history.yml
12124,T1003.002,Resources/sigma-master/rules/windows/builtin/win_quarkspwdump_clearing_hive_access_history.yml
12125,persisTence,Resources/sigma-master/rules/windows/builtin/win_susp_add_sid_history.yml
12126,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_susp_add_sid_history.yml
12127,T1178,Resources/sigma-master/rules/windows/builtin/win_susp_add_sid_history.yml
12128,T1134.005,Resources/sigma-master/rules/windows/builtin/win_susp_add_sid_history.yml
12129,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_mshta_services_security.yml
12130,T1027,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_mshta_services_security.yml
12131,execuTion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_mshta_services_security.yml
12132,T1059.001,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_mshta_services_security.yml
12133,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_meterpreter_or_cobaltstrike_getsystem_service_installation.yml
12134,T1134,Resources/sigma-master/rules/windows/builtin/win_meterpreter_or_cobaltstrike_getsystem_service_installation.yml
12135,T1134.001,Resources/sigma-master/rules/windows/builtin/win_meterpreter_or_cobaltstrike_getsystem_service_installation.yml
