,Techniques,Rule
5174,T1068,Resources/sigma-master/rules/linux/auditd/lnx_auditd_cve_2021_3156_sudo_buffer_overflow_brutforce.yml
5175,privilege_escalaTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executescript.yml
5176,iniTial_access,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executescript.yml
5177,execuTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executescript.yml
5178,T1068,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executescript.yml
5179,T1190,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executescript.yml
5180,T1203,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executescript.yml
5181,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_logging_config_change.yml
5182,T1054,Resources/sigma-master/rules/linux/auditd/lnx_auditd_logging_config_change.yml
5183,T1562.006,Resources/sigma-master/rules/linux/auditd/lnx_auditd_logging_config_change.yml
5184,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_steghide_extract_steganography.yml
5185,T1027.003,Resources/sigma-master/rules/linux/auditd/lnx_auditd_steghide_extract_steganography.yml
5186,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_binary_padding.yml
5187,T1027.001,Resources/sigma-master/rules/linux/auditd/lnx_auditd_binary_padding.yml
5188,command_and_conTrol,Resources/sigma-master/rules/linux/auditd/lnx_auditd_susp_c2_commands.yml
5189,T1136,Resources/sigma-master/rules/linux/auditd/lnx_auditd_create_account.yml
5190,T1136.001,Resources/sigma-master/rules/linux/auditd/lnx_auditd_create_account.yml
5191,persisTence,Resources/sigma-master/rules/linux/auditd/lnx_auditd_create_account.yml
5192,exfilTraTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_split_file_into_pieces.yml
5193,T1030,Resources/sigma-master/rules/linux/auditd/lnx_auditd_split_file_into_pieces.yml
5194,impacT,Resources/sigma-master/rules/linux/auditd/lnx_auditd_system_shutdown_reboot.yml
5195,T1529,Resources/sigma-master/rules/linux/auditd/lnx_auditd_system_shutdown_reboot.yml
5196,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_ld_so_preload_mod.yml
5197,T1574.006,Resources/sigma-master/rules/linux/auditd/lnx_auditd_ld_so_preload_mod.yml
5198,T1587,Resources/sigma-master/rules/linux/auditd/lnx_auditd_susp_exe_folders.yml
5199,T1584,Resources/sigma-master/rules/linux/auditd/lnx_auditd_susp_exe_folders.yml
5200,resource_developmenT,Resources/sigma-master/rules/linux/auditd/lnx_auditd_susp_exe_folders.yml
5201,persisTence,Resources/sigma-master/rules/linux/auditd/lnx_auditd_web_rce.yml
5202,T1505.003,Resources/sigma-master/rules/linux/auditd/lnx_auditd_web_rce.yml
5203,exfilTraTion,Resources/sigma-master/rules/linux/auditd/lnx_data_compressed.yml
5204,T1560.001,Resources/sigma-master/rules/linux/auditd/lnx_data_compressed.yml
5205,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_hidden_zip_files_steganography.yml
5206,T1027.003,Resources/sigma-master/rules/linux/auditd/lnx_auditd_hidden_zip_files_steganography.yml
5207,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_unzip_hidden_zip_files_steganography.yml
5208,T1027.003,Resources/sigma-master/rules/linux/auditd/lnx_auditd_unzip_hidden_zip_files_steganography.yml
5209,credenTial_access,Resources/sigma-master/rules/linux/auditd/lnx_auditd_find_cred_in_files.yml
5210,T1552.001,Resources/sigma-master/rules/linux/auditd/lnx_auditd_find_cred_in_files.yml
5211,credenTial_access,Resources/sigma-master/rules/linux/auditd/lnx_network_sniffing.yml
5212,discovery,Resources/sigma-master/rules/linux/auditd/lnx_network_sniffing.yml
5213,T1040,Resources/sigma-master/rules/linux/auditd/lnx_network_sniffing.yml
5214,discovery,Resources/sigma-master/rules/linux/auditd/lnx_auditd_password_policy_discovery.yml
5215,T1201,Resources/sigma-master/rules/linux/auditd/lnx_auditd_password_policy_discovery.yml
5216,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_hidden_files_directories.yml
5217,T1564.001,Resources/sigma-master/rules/linux/auditd/lnx_auditd_hidden_files_directories.yml
5218,privilege_escalaTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_cve_2021_3156_sudo_buffer_overflow.yml
5219,T1068,Resources/sigma-master/rules/linux/auditd/lnx_auditd_cve_2021_3156_sudo_buffer_overflow.yml
5220,defense_evasion,Resources/sigma-master/rules/linux/lnx_security_tools_disabling_syslog.yml
5221,T1562.004,Resources/sigma-master/rules/linux/lnx_security_tools_disabling_syslog.yml
5222,T1089,Resources/sigma-master/rules/linux/lnx_security_tools_disabling_syslog.yml
5223,discovery,Resources/sigma-master/rules/linux/lnx_remote_system_discovery.yml
5224,T1018,Resources/sigma-master/rules/linux/lnx_remote_system_discovery.yml
5225,defense_evasion,Resources/sigma-master/rules/linux/macos_binary_padding.yml
5226,T1027.001,Resources/sigma-master/rules/linux/macos_binary_padding.yml
5227,discovery,Resources/sigma-master/rules/linux/macos_file_and_directory_discovery.yml
5228,T1083,Resources/sigma-master/rules/linux/macos_file_and_directory_discovery.yml
5229,discovery,Resources/sigma-master/rules/linux/macos_network_service_scanning.yml
5230,T1046,Resources/sigma-master/rules/linux/macos_network_service_scanning.yml
5231,privilege_escalaTion,Resources/sigma-master/rules/linux/lnx_sudo_cve_2019_14287.yml
5232,T1068,Resources/sigma-master/rules/linux/lnx_sudo_cve_2019_14287.yml
5233,T1169,Resources/sigma-master/rules/linux/lnx_sudo_cve_2019_14287.yml
5234,T1548.003,Resources/sigma-master/rules/linux/lnx_sudo_cve_2019_14287.yml
5235,impacT,Resources/sigma-master/rules/linux/modsecurity/modsec_mulitple_blocks.yml
5236,T1499,Resources/sigma-master/rules/linux/modsecurity/modsec_mulitple_blocks.yml
5237,discovery,Resources/sigma-master/rules/linux/macos_security_software_discovery.yml
5238,T1518.001,Resources/sigma-master/rules/linux/macos_security_software_discovery.yml
5239,credenTial_access,Resources/sigma-master/rules/linux/lnx_susp_guacamole.yml
5240,T1212,Resources/sigma-master/rules/linux/lnx_susp_guacamole.yml
5241,credenTial_access,Resources/sigma-master/rules/linux/macos_gui_input_capture.yml
5242,T1056.002,Resources/sigma-master/rules/linux/macos_gui_input_capture.yml
5243,discovery,Resources/sigma-master/rules/linux/lnx_system_network_discovery.yml
5244,T1016,Resources/sigma-master/rules/linux/lnx_system_network_discovery.yml
5245,persisTence,Resources/sigma-master/rules/linux/lnx_ldso_preload_injection.yml
5246,privilege_escalaTion,Resources/sigma-master/rules/linux/lnx_ldso_preload_injection.yml
5247,T1574.006,Resources/sigma-master/rules/linux/lnx_ldso_preload_injection.yml
5248,discovery,Resources/sigma-master/rules/linux/macos_system_network_connections_discovery.yml
5249,T1049,Resources/sigma-master/rules/linux/macos_system_network_connections_discovery.yml
5250,discovery,Resources/sigma-master/rules/linux/lnx_local_groups.yml
5251,T1069.001,Resources/sigma-master/rules/linux/lnx_local_groups.yml
5252,execuTion,Resources/sigma-master/rules/linux/lnx_shell_priv_esc_prep.yml
5253,T1059.004,Resources/sigma-master/rules/linux/lnx_shell_priv_esc_prep.yml
5254,execuTion,Resources/sigma-master/rules/linux/lnx_space_after_filename_.yml
5255,execuTion,Resources/sigma-master/rules/linux/lnx_susp_jexboss.yml
5256,T1059.004,Resources/sigma-master/rules/linux/lnx_susp_jexboss.yml
5257,discovery,Resources/sigma-master/rules/linux/macos_system_network_discovery.yml
5258,T1016,Resources/sigma-master/rules/linux/macos_system_network_discovery.yml
5259,execuTion,Resources/sigma-master/rules/linux/macos_applescript.yml
5260,T1059.002,Resources/sigma-master/rules/linux/macos_applescript.yml
5261,impacT,Resources/sigma-master/rules/linux/lnx_shell_susp_log_entries.yml
5262,resource_developmenT,Resources/sigma-master/rules/linux/lnx_clamav.yml
5263,T1588.001,Resources/sigma-master/rules/linux/lnx_clamav.yml
5264,defense_evasion,Resources/sigma-master/rules/linux/macos_disable_security_tools.yml
5265,T1562.001,Resources/sigma-master/rules/linux/macos_disable_security_tools.yml
5266,persisTence,Resources/sigma-master/rules/linux/macos_emond_launch_daemon.yml
5267,privilege_escalaTion,Resources/sigma-master/rules/linux/macos_emond_launch_daemon.yml
5268,T1546.014,Resources/sigma-master/rules/linux/macos_emond_launch_daemon.yml
5269,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_masquerading_crond.yml
5270,T1036.003,Resources/sigma-master/rules/linux/auditd/lnx_auditd_masquerading_crond.yml
5271,collecTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_clipboard_collection.yml
5272,T1115,Resources/sigma-master/rules/linux/auditd/lnx_auditd_clipboard_collection.yml
5273,impacT,Resources/sigma-master/rules/linux/auditd/lnx_auditd_dd_delete_file.yml
5274,T1485,Resources/sigma-master/rules/linux/auditd/lnx_auditd_dd_delete_file.yml
5275,s0003,Resources/sigma-master/rules/linux/auditd/lnx_auditd_alter_bash_profile.yml
5276,T1156,Resources/sigma-master/rules/linux/auditd/lnx_auditd_alter_bash_profile.yml
5277,persisTence,Resources/sigma-master/rules/linux/auditd/lnx_auditd_alter_bash_profile.yml
5278,T1546.004,Resources/sigma-master/rules/linux/auditd/lnx_auditd_alter_bash_profile.yml
5279,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_chattr_immutable_removal.yml
5280,T1222.002,Resources/sigma-master/rules/linux/auditd/lnx_auditd_chattr_immutable_removal.yml
5281,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_file_or_folder_permissions.yml
5282,T1222.002,Resources/sigma-master/rules/linux/auditd/lnx_auditd_file_or_folder_permissions.yml
5283,discovery,Resources/sigma-master/rules/linux/auditd/lnx_auditd_system_info_discovery.yml
5284,T1082,Resources/sigma-master/rules/linux/auditd/lnx_auditd_system_info_discovery.yml
5285,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_steghide_embed_steganography.yml
5286,T1027.003,Resources/sigma-master/rules/linux/auditd/lnx_auditd_steghide_embed_steganography.yml
5287,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_change_file_time_attr.yml
5288,T1070.006,Resources/sigma-master/rules/linux/auditd/lnx_auditd_change_file_time_attr.yml
5289,collecTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_audio_capture.yml
5290,T1123,Resources/sigma-master/rules/linux/auditd/lnx_auditd_audio_capture.yml
5291,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_auditing_config_change.yml
5292,T1054,Resources/sigma-master/rules/linux/auditd/lnx_auditd_auditing_config_change.yml
5293,T1562.006,Resources/sigma-master/rules/linux/auditd/lnx_auditd_auditing_config_change.yml
5294,discovery,Resources/sigma-master/rules/linux/auditd/lnx_auditd_network_service_scanning.yml
5295,T1046,Resources/sigma-master/rules/linux/auditd/lnx_auditd_network_service_scanning.yml
5296,collecTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_screencapture_import.yml
5297,T1113,Resources/sigma-master/rules/linux/auditd/lnx_auditd_screencapture_import.yml
5298,persisTence,Resources/sigma-master/rules/linux/auditd/lnx_auditd_pers_systemd_reload.yml
5299,T1543.002,Resources/sigma-master/rules/linux/auditd/lnx_auditd_pers_systemd_reload.yml
5300,credenTial_access,Resources/sigma-master/rules/linux/auditd/lnx_auditd_susp_histfile_operations.yml
5301,T1552.003,Resources/sigma-master/rules/linux/auditd/lnx_auditd_susp_histfile_operations.yml
5302,collecTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_screencaputre_xwd.yml
5303,T1113,Resources/sigma-master/rules/linux/auditd/lnx_auditd_screencaputre_xwd.yml
5304,privilege_escalaTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml
5305,iniTial_access,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml
5306,execuTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml
5307,T1068,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml
5308,T1190,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml
5309,T1203,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml
5310,discovery,Resources/sigma-master/rules/linux/auditd/lnx_auditd_user_discovery.yml
5311,T1033,Resources/sigma-master/rules/linux/auditd/lnx_auditd_user_discovery.yml
5312,execuTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_susp_cmds.yml
5313,T1059.004,Resources/sigma-master/rules/linux/auditd/lnx_auditd_susp_cmds.yml
5314,discovery,Resources/sigma-master/rules/linux/auditd/lnx_auditd_system_info_discovery2.yml
5315,T1082,Resources/sigma-master/rules/linux/auditd/lnx_auditd_system_info_discovery2.yml
5316,privilege_escalaTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_cve_2021_3156_sudo_buffer_overflow_brutforce.yml
5317,T1068,Resources/sigma-master/rules/linux/auditd/lnx_auditd_cve_2021_3156_sudo_buffer_overflow_brutforce.yml
5318,privilege_escalaTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executescript.yml
5319,iniTial_access,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executescript.yml
5320,execuTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executescript.yml
5321,T1068,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executescript.yml
5322,T1190,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executescript.yml
5323,T1203,Resources/sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executescript.yml
5324,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_logging_config_change.yml
5325,T1054,Resources/sigma-master/rules/linux/auditd/lnx_auditd_logging_config_change.yml
5326,T1562.006,Resources/sigma-master/rules/linux/auditd/lnx_auditd_logging_config_change.yml
5327,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_steghide_extract_steganography.yml
5328,T1027.003,Resources/sigma-master/rules/linux/auditd/lnx_auditd_steghide_extract_steganography.yml
5329,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_binary_padding.yml
5330,T1027.001,Resources/sigma-master/rules/linux/auditd/lnx_auditd_binary_padding.yml
5331,command_and_conTrol,Resources/sigma-master/rules/linux/auditd/lnx_auditd_susp_c2_commands.yml
5332,T1136,Resources/sigma-master/rules/linux/auditd/lnx_auditd_create_account.yml
5333,T1136.001,Resources/sigma-master/rules/linux/auditd/lnx_auditd_create_account.yml
5334,persisTence,Resources/sigma-master/rules/linux/auditd/lnx_auditd_create_account.yml
5335,exfilTraTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_split_file_into_pieces.yml
5336,T1030,Resources/sigma-master/rules/linux/auditd/lnx_auditd_split_file_into_pieces.yml
5337,impacT,Resources/sigma-master/rules/linux/auditd/lnx_auditd_system_shutdown_reboot.yml
5338,T1529,Resources/sigma-master/rules/linux/auditd/lnx_auditd_system_shutdown_reboot.yml
5339,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_ld_so_preload_mod.yml
5340,T1574.006,Resources/sigma-master/rules/linux/auditd/lnx_auditd_ld_so_preload_mod.yml
5341,T1587,Resources/sigma-master/rules/linux/auditd/lnx_auditd_susp_exe_folders.yml
5342,T1584,Resources/sigma-master/rules/linux/auditd/lnx_auditd_susp_exe_folders.yml
5343,resource_developmenT,Resources/sigma-master/rules/linux/auditd/lnx_auditd_susp_exe_folders.yml
5344,persisTence,Resources/sigma-master/rules/linux/auditd/lnx_auditd_web_rce.yml
5345,T1505.003,Resources/sigma-master/rules/linux/auditd/lnx_auditd_web_rce.yml
5346,exfilTraTion,Resources/sigma-master/rules/linux/auditd/lnx_data_compressed.yml
5347,T1560.001,Resources/sigma-master/rules/linux/auditd/lnx_data_compressed.yml
5348,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_hidden_zip_files_steganography.yml
5349,T1027.003,Resources/sigma-master/rules/linux/auditd/lnx_auditd_hidden_zip_files_steganography.yml
5350,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_unzip_hidden_zip_files_steganography.yml
5351,T1027.003,Resources/sigma-master/rules/linux/auditd/lnx_auditd_unzip_hidden_zip_files_steganography.yml
5352,credenTial_access,Resources/sigma-master/rules/linux/auditd/lnx_auditd_find_cred_in_files.yml
5353,T1552.001,Resources/sigma-master/rules/linux/auditd/lnx_auditd_find_cred_in_files.yml
5354,credenTial_access,Resources/sigma-master/rules/linux/auditd/lnx_network_sniffing.yml
5355,discovery,Resources/sigma-master/rules/linux/auditd/lnx_network_sniffing.yml
5356,T1040,Resources/sigma-master/rules/linux/auditd/lnx_network_sniffing.yml
5357,discovery,Resources/sigma-master/rules/linux/auditd/lnx_auditd_password_policy_discovery.yml
5358,T1201,Resources/sigma-master/rules/linux/auditd/lnx_auditd_password_policy_discovery.yml
5359,defense_evasion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_hidden_files_directories.yml
5360,T1564.001,Resources/sigma-master/rules/linux/auditd/lnx_auditd_hidden_files_directories.yml
5361,privilege_escalaTion,Resources/sigma-master/rules/linux/auditd/lnx_auditd_cve_2021_3156_sudo_buffer_overflow.yml
5362,T1068,Resources/sigma-master/rules/linux/auditd/lnx_auditd_cve_2021_3156_sudo_buffer_overflow.yml
5363,impacT,Resources/sigma-master/rules/linux/modsecurity/modsec_mulitple_blocks.yml
5364,T1499,Resources/sigma-master/rules/linux/modsecurity/modsec_mulitple_blocks.yml
5365,impacT,Resources/sigma-master/rules/cloud/azure/azure_kubernetes_pods_deleted.yml
5366,impacT,Resources/sigma-master/rules/cloud/azure/azure_device_no_longer_managed_or_compliant.yml
5367,T1098,Resources/sigma-master/rules/cloud/azure/azure_creating_number_of_resources_detection.yml
